"","pathway","pval","padj","HMDPval","NES","size"
"1","Mitochondrial central dogma",0.000622277535780958,0.0231798382078407,0.000627107348067494,-2.05497138563504,229
"2","mtDNA maintenance",0.118197776477472,0.462869822485207,0.333308750000382,-1.3137105899914,31
"3","mtDNA replication",0.355874673629243,0.744065996781558,0.998929286265306,-1.08597306234444,14
"4","mtDNA nucleoid",0.343063872255489,0.744065996781558,0.998149357771192,-1.10086671184681,11
"5","mtDNA repair",0.390501968503937,0.778570778334092,0.999769359518769,-1.06247195753308,9
"6","mtDNA modifications",0.311075886665346,0.713081647894408,0.993200300788195,-1.12388415071179,1
"7","mtDNA stability and decay",0.280112651646447,0.662488652306677,0.978552357968102,-1.21147782304973,3
"8","mtRNA metabolism",0.0287504607445632,0.267738665683745,0.0376061543483129,-1.48154258702802,76
"9","Transcription",0.82990906028966,1,0.999999999998989,0.699875514241948,9
"10","mtRNA granules",0.113519680547633,0.462869822485207,0.309174552541307,-1.33255787885016,27
"11","Polycistronic mtRNA processing",0.22810172103776,0.613204266172038,0.892779174041285,-1.21905085674076,13
"12","mt-tRNA modifications",0.18034140969163,0.559809792584435,0.692131503841987,-1.24666002065029,21
"13","mt-rRNA modifications",0.165110696185649,0.559809792584435,0.605582115891863,-1.27955326524738,18
"14","mt-mRNA modifications",0.124260355029586,0.462869822485207,0.365858160151148,-1.3812644159337,4
"15","mtRNA stability and decay",0.75309291918926,1,0.999999999980507,-0.786400896764689,17
"16","Translation",0.00050251256281407,0.0231798382078407,0.000505712567583497,-2.07901669175269,155
"17","Mitochondrial ribosome",0.000374251497005988,0.0231798382078407,0.000376065492186539,-2.36390968707329,83
"18","Mitochondrial ribosome assembly",0.0255259467040673,0.257010758424469,0.0324410579679473,-1.63164778000591,24
"19","Translation factors",0.178599527930763,0.559809792584435,0.682612909516352,-1.26447991064018,16
"20","mt-tRNA synthetases",0.660044150110375,1,0.999999999060713,-0.856092276559035,22
"21","fMet processing",0.518847487001733,0.912620674783532,0.999999430235818,-1.00189340250444,3
"22","Protein import, sorting and homeostasis",0.0896084337349398,0.462869822485207,0.201096986981598,-1.26587466584,85
"23","Protein import and sorting",0.0110103626943005,0.182282671272309,0.012277258025776,-1.82449365364646,47
"24","TOM",0.0671751968503937,0.435178449161246,0.123880445625474,-1.49977295874103,9
"25","SAM",0.391031195840555,0.778570778334092,0.999774825363099,-1.11993817671176,3
"26","MIA40",0.635398613518198,0.986191598064702,0.999999997241107,-0.874872427967614,3
"27","TIM22 carrier pathway",0.118067590987868,0.462869822485207,0.332625124053389,-1.3687616889582,3
"28","TIM23 presequence pathway",0.0931279620853081,0.462869822485207,0.215322953400561,-1.44075434391294,6
"29","Import motor",0.354739336492891,0.744065996781558,0.998875500764488,-1.12221730294858,6
"30","OXA",0.702199326332475,1,0.999999999843861,-0.866396807204825,1
"31","Preprotein cleavage",0.174684159378037,0.559809792584435,0.660813322230983,-1.3171605851885,8
"32","Protein homeostasis",0.999999,1,0.999999999999997,0.385836898293372,51
"33","Proteases",0.984158720393725,1,0.999999999999995,0.534423863889968,28
"34","Chaperones",0.955940204563336,1,0.999999999999987,-0.584657956444995,16
"35","OXPHOS",0.000497017892644135,0.0231798382078407,0.000500150851832156,-2.11068268851522,153
"36","OXPHOS subunits",0.00152613506295307,0.0454788248760015,0.00155331893796229,-2.16623581274095,87
"37","OXPHOS assembly factors",0.0140237324703344,0.18995783073453,0.0160734004874434,-1.75127780991445,67
"38","Complex I",0.0105406324379463,0.182282671272309,0.0117028227820926,-1.87012452761031,57
