"","pathway","pval","padj","HMDPval","NES","size"
"1","Mitochondrial central dogma",0.999999,1,0.999999999999997,-0.424351173890353,229
"2","mtDNA maintenance",0.637206085753804,1,0.999999997452464,-0.839541510386055,31
"3","mtDNA replication",0.881233000906618,1,0.999999999999842,-0.647379453660068,14
"4","mtDNA nucleoid",0.600185672288411,1,0.999999986696755,-0.900606148461963,11
"5","mtDNA repair",0.255420918367347,0.916557338001384,0.951336650114835,-1.19888756253174,9
"6","mtDNA modifications",0.206903353057199,0.861287234234723,0.819525309611272,1.19680314641398,1
"7","mtDNA stability and decay",0.938655923823476,1,0.999999999999978,-0.575863676511358,3
"8","mtRNA metabolism",0.979676849280485,1,0.999999999999994,-0.545075881882508,76
"9","Transcription",0.623056300268097,1,0.999999995232214,0.858771410623238,9
"10","mtRNA granules",0.95115103874228,1,0.999999999999985,-0.577403575768542,27
"11","Polycistronic mtRNA processing",0.385176184690158,0.989504336531613,0.999706623208105,-1.06385535869017,13
"12","mt-tRNA modifications",0.944299674267101,1,0.999999999999982,0.592032780314073,21
"13","mt-rRNA modifications",0.811970802919708,1,0.999999999998021,-0.718191646860609,18
"14","mt-mRNA modifications",0.886039886039886,1,0.999999999999867,-0.634814921978843,4
"15","mtRNA stability and decay",0.948717948717949,1,0.999999999999984,-0.573897383618659,17
"16","Translation",0.999999,1,0.999999999999997,0.488676359727857,155
"17","Mitochondrial ribosome",0.597369752149722,1,0.999999984889145,0.811068224454882,83
"18","Mitochondrial ribosome assembly",0.720233851418794,1,0.999999999926112,-0.787845461771978,24
"19","Translation factors",0.634497549019608,1,0.999999997129166,0.840162335742543,16
"20","mt-tRNA synthetases",0.821151079136691,1,0.999999999998599,-0.705340548179843,22
"21","fMet processing",0.81798205456876,1,0.999999999998422,-0.749268984002045,3
"22","Protein import, sorting and homeostasis",0.997387734792885,1,0.999999999999997,-0.49139210201046,85
"23","Protein import and sorting",0.346122448979592,0.951732551908145,0.998374059013745,1.00818318256105,47
"24","TOM",0.0828418230563003,0.784551784160139,0.175390052499407,1.49015904609632,9
"25","SAM",0.275710195992072,0.925776122810021,0.975010443506543,1.21398943616264,3
"26","MIA40",0.572120678264699,1,0.999999952180324,0.955369185849386,3
